id;pdmid;externalkey;parentid;exist
829;21449;I0F154TT0C01CB0000;20241;no
830;21453;I0F154TT0C01CW0000;20241;no
831;21457;I0F154SS0C01CB0000;20241;no
832;21459;I0F154SS0C01CW0000;20241;no
833;21460;I0F154SSB001CB0000;20241;no
834;21461;I0F154SSB001CW0000;20241;no
835;21462;I0F154RS0C01CB0000;20241;no
836;21463;I0F154RS0C01CW0000;20241;no
837;21464;I0F154RSB001CB0000;20241;no
838;24446;I0F154RSB001CW0000;20241;no
839;21467;I0F154RS00PV0B0000;20241;no
840;21466;I0F154RS00PV0W0000;20241;no
841;21469;I0F154ES0APV0B0000;20241;no
842;21468;I0F154ES0APV0W0000;20241;no
843;33189;I0F154SS00010B0000;20241;no
844;40225;I0F093SS00010B0000;20246;no
845;40226;I0F093SS0A010B0000;20246;no
846;40227;I0F093SS0C01IS0000;20246;no
847;40228;I0F093SSB001IS0000;20246;no
848;40224;I0F093RS00010B0000;20246;no
849;34739;I0F093RS0A010B0000;20246;no
850;34740;I0F093RSB001IS0000;20246;no
851;40242;I0F113TT00010B0000;20248;no
852;40436;I0F139SS0C01NS0000;20250;no
853;40437;I0F139SSB001NS0000;20250;no
854;36558;I0F159SS00NE0G0000;20252;no
855;40022;I0F159SS0ANE0G0000;20252;no
856;36559;I0F159RS00NE0G0000;20252;no
857;40023;I0F159TT00NE0G0000;20252;no
858;21470;I0F353TT00010B0000;20255;no
859;21473;I0F353LL00010B0000;20255;no
860;32797;I0F353RS00010B0000;20255;no
861;20838;I0F015TT00020B0000;20837;yes
862;24133;I0F015TT0A020B0000;20837;no
863;20839;I0F015TTO0020B0000;20837;no
864;20840;I0F015SS00020B0000;20837;yes
865;20841;I0F015SS0A020B0000;20837;yes
866;20842;I0F015EI0A020B0000;20837;yes
867;35446;I0F218TT00010B0000;33080;no
868;35452;I0F218TT0A010B0000;33080;no
869;35443;I0F218LL00010B0000;33080;no
870;35458;I0F218RS00030B0000;33080;no
871;35459;I0F218RS0A030B0000;33080;no
872;35460;I0F218EI0A030B0000;33080;no
873;33413;I0F582SS0C02NB0000;33412;no
874;33414;I0F582SSB002NB0000;33412;no
875;33415;I0F582ES0AGA0B0000;33412;no
876;33474;I0F431TT00010H0000;33473;no
877;36595;I0F431TTO0010H0000;33473;no
878;33475;I0F431SS00010H0000;33473;no
879;33476;I0F431RS00010H0000;33473;no
880;33477;I0F431EI00010H0000;33473;no
881;33934;I0F243SS0C011W0000;33933;no
882;40066;I0F243SSB0011W0000;33933;no
883;40067;I0F243RS0C011W0000;33933;no
884;40068;I0F243EI0A0P0W0000;33933;no
885;34964;I0F135TT00010B0000;34963;no
886;37655;I0F135RS00010B0000;34963;no
887;36514;I0F111LL0C014B0000;36410;no
888;36517;I0F111LL00010B0000;36410;no
889;37662;I0F432RS00010G0000;37661;no
890;37663;I0F432TT00010G0000;37661;no
891;48591;I0F244TT00010B0000;37789;no
892;48559;I0F118RS00010B0000;37790;no
893;48560;I0F118RS0A010B0000;37790;no
894;48561;I0F118RS0C01IB0000;37790;no
895;48562;I0F118RSB001IB0000;37790;no
896;39231;I0F632RS00010B0000;39230;no
897;39233;I0F632RS00020B0000;39230;no
898;39232;I0F632RS0A010B0000;39230;no
899;39234;I0F632RS0A020B0000;39230;no
900;39236;I0F633P420010B0000;39235;no
901;39240;I0F633P420010W0000;39235;no
902;39244;I0F633P420020B0000;39235;no
903;39247;I0F633P420020W0000;39235;no
904;39251;I0F633P920010B0000;39235;no
905;39255;I0F633P920010W0000;39235;no
906;39260;I0F633P920020B0000;39235;no
907;39263;I0F633P920020W0000;39235;no
908;39266;I0F633P930010B0000;39235;no
909;39270;I0F633P930010W0000;39235;no
910;39274;I0F633P930020B0000;39235;no
911;39277;I0F633P930020W0000;39235;no
912;39280;I0F633PP00010B0000;39235;no
913;39284;I0F633PP00010W0000;39235;no
914;39288;I0F633PP00020B0000;39235;no
915;39291;I0F633PP00020W0000;39235;no
916;39294;I0F633PT00010B0000;39235;no
917;39298;I0F633PT00010W0000;39235;no
918;39302;I0F633PT00020B0000;39235;no
919;39304;I0F633PT00020W0000;39235;no
920;39310;I0F634P420010B0000;39309;no
921;39312;I0F634P420020B0000;39309;no
922;39315;I0F634P900010B0000;39309;no
923;39318;I0F634P900020B0000;39309;no
924;39323;I0F634PU00010B0000;39309;no
925;39325;I0F634PU00020B0000;39309;no
926;40440;I0F634PT00010B0000;39309;no
927;40443;I0F634PT00020B0000;39309;no
928;39335;I0F631TT00010W0000;39334;no
929;39339;I0F631TT00020W0000;39334;no
930;39343;I0F631TT0B011W0000;39334;no
931;39346;I0F631TT0B021W0000;39334;no
932;39350;I0F246RS00010B0000;39349;no
933;39352;I0F635RS001P0B0000;39351;no
934;39354;I0F640TT00010B0000;39353;no
935;39452;I0F562TT0A010B0000;39451;no
936;39455;I0F160TT0A010B0000;39454;no
937;40027;I0F637RS00010B0000;40026;no
938;40029;I0F630TT00020B0000;40028;no
939;40033;I0F630TTO0020B0000;40028;no
940;40037;I0F630TT0X02CB0000;40028;no
941;40039;I0F630RS00020B0000;40028;no
942;45063;I0F665LLIC01VG0000;44888;yes
943;45080;I0F663TT0C01CB0000;45065;no
944;45084;I0F663TT0C01CG0000;45065;no
945;45091;I0F663TT0C01CR0000;45065;no
946;45666;I0F663TT0C01CC0000;45065;no
947;45670;I0F663TT0C01CN0000;45065;no
948;45674;I0F663TT0C01CY0000;45065;no
949;45098;I0F663TTB001CB0000;45065;no
950;45105;I0F663TTB001CG0000;45065;no
951;45112;I0F663TTB001CR0000;45065;no
952;45678;I0F663TTB001CC0000;45065;no
953;45682;I0F663TTB001CN0000;45065;no
954;45686;I0F663TTB001CY0000;45065;no
955;45067;I0F663RS0C01CB0000;45065;no
956;45072;I0F663RS0C01CC0000;45065;no
957;45073;I0F663RS0C01CN0000;45065;no
958;45074;I0F663RS0C01CR0000;45065;no
959;45690;I0F663RS0C01CY0000;45065;no
960;45075;I0F663RSB001CB0000;45065;no
961;45076;I0F663RSB001CC0000;45065;no
962;45077;I0F663RSB001CN0000;45065;no
963;45078;I0F663RSB001CR0000;45065;no
964;45079;I0F663RSB001CG0000;45065;no
965;45665;I0F663RSB001CY0000;45065;no
966;48185;I0F668SS0C03TM0000;48184;yes
967;48186;I0F668SSB003TM0000;48184;yes
968;48723;I0F668RSB0ITNH0000;48184;yes
969;48918;I0F668ES0AAL0H0000;48184;yes
970;48725;I0F674TT00010N0000;48724;no
971;800660;I0F688TT00030C0000;800657;no
972;800659;I0F688SS00030C0000;800657;no
973;800664;I0F688SS0A030C0000;800657;no
974;800658;I0F688RS00030C0000;800657;no
975;800663;I0F688RS0A030C0000;800657;no
976;800665;I0F688EI0A030C0000;800657;no
977;800712;I0F691SS00010R0000;800711;no
978;800713;I0F691TT00010R0000;800711;no
979;800720;I0F692SS00010W0000;800719;no
980;800723;I0F693SS00010G0000;800722;no
981;800724;I0F693TT00010G0000;800722;no
982;39388;O0F638TT00010B0000;39356;no
983;39394;O0F638TTO0010B0000;39356;no
984;39357;O0F638LJ00010B0000;39356;no
985;39363;O0F638LJL0010B0000;39356;no
986;39370;O0F638LJO0010B0000;39356;no
987;39383;O0F638LXL0010B0000;39356;no
988;39377;O0F638LL00010B0000;39356;no
989;40366;O0F638SS00010B0000;39356;no
990;40367;O0F638RS00010B0000;39356;no
991;40368;O0F638EI0A010B0000;39356;no
992;17982;O0F020LL00010B0000;17980;no
993;17986;O0F020TTO0010B0000;17980;no
994;17989;O0FTT00010B0000;17980;no
995;34113;O0F020EI00010B0000;17980;no
996;30629;O0F245LL00010B0000;20254;no
997;17998;O0F449TTO0010B0000;17996;no
998;17992;L0F549TT0A010B0000;17990;no
999;17993;L0F549TT00010B0000;17990;no
1000;40438;L0F549P920010B0000;17990;no
1001;40444;L0F549PT20010B0000;17990;no
1002;40387;L0F555TT00010B0000;36415;no
1003;48548;L0F555TT00010B0000;36415;no
1004;40391;L0F555TT0A010B0000;36415;no
1005;40390;L0F555EI0A010B0000;36415;no
1006;40498;L0F258EI0A010B0000;40497;no
1007;11656;I0G163RS00050G0000;11655;no
1008;11657;I0G163RJ00050G0000;11655;no
1009;11660;I0G162RS0C05IS0000;11659;no
1010;30461;I0G162RJ0C05IS0000;11659;no
1011;18457;I0G165RS0C05IS0000;18456;no
1012;31850;I0G165RJ0C05IS0000;18456;no
1013;33135;I0G164RFP0050G0000;20236;no
1014;33136;I0G164RFPL050G0000;20236;no
1015;33150;I0G606RJ00050G0000;20240;no
1016;33151;I0G606RS00050G0000;20240;no
1017;20510;I0L576UM0C00000000;20128;yes
1018;20505;I0L578TT00040C0000;20130;no
1019;32938;I0L578LL00040C0000;20130;yes
1020;20506;I0L578ENAA040C0000;20130;yes
1021;32961;I0L579LL00040C0000;20131;yes
1022;20507;I0L579ENB0044C0000;20131;yes
1023;20508;I0L580TT0C049W0000;20132;no
1024;32963;I0L580LL00040W0000;20132;yes
1025;20509;I0L581TT00040C0000;20133;no
1026;32965;I0L581LL00040C0000;20133;yes
1027;20529;I0L591TT0C04P00000;20528;no
1028;32991;I0L591TT0C04PY0000;20528;no
1029;20512;I0L584TT0C04PC0000;20511;no
1030;20513;I0L584TTOC044G0000;20511;no
1031;20514;I0L585RS00040G0000;20136;no
1032;20515;I0L585TC00040G0000;20136;no
1033;20516;I0L585TT0A040G0000;20136;yes
1034;20517;I0L585TT00040G0000;20136;yes
1035;20519;I0L586TT00040G0000;20137;yes
1036;20520;I0L587TT0A040G0000;20138;no
1037;20521;I0L587TT00040G0000;20138;yes
1038;32985;I0L587LL00040G0000;20138;no
1039;20522;I0L588TTXC044C0000;20139;yes
1040;20523;I0L589LLIC04XW0000;20140;yes
1041;20524;I0L590TT0CFE4W0000;20141;yes
1042;20525;I0L593LL0C044C0000;20142;no
1043;21210;I0L593LL0C044R0000;20142;no
1044;20526;I0L593TT0C04PR0000;20142;no
1045;20527;I0L593TT0C04PC0000;20142;yes
1046;20532;I0L594LL0C044C0000;20143;yes
1047;20531;I0L592PE00040G0000;20530;no
1048;20535;I0L596UR0000000000;10575;yes
1049;20536;I0L596U20000000000;10575;no
1050;20537;I0L596UM0C00000000;10575;no
1051;20538;I0L596UA0000000000;10575;yes
1052;20539;I0L596UA0004000000;10575;no
1053;20540;I0L596UA00ST000000;10575;no
1054;33015;I0L596UA00PV000000;10575;yes
1055;33019;I0L596UE00PV000000;10575;yes
1056;33020;I0L596UA0F00000000;10575;yes
1057;33021;I0L596UB00ST000000;10575;yes
1058;33022;I0L597LLIC04XW0000;20145;no
1059;20541;I0L598LLIC04XW0000;20146;no
1060;20498;I0L599ES0APV000000;20147;yes
1061;20542;I0L599EI0A040G0000;20147;yes
1062;799035;I0L599ES0A040G0000;20147;no
1063;20484;I0L351TTO0040G0000;20120;no
1064;20485;I0L351TT0C04PC0000;20120;no
1065;20504;I0L351TT0C04PR0000;20120;no
1066;20486;I0L351TT00040G0000;20120;no
1067;32944;I0L613TT0C04PR0000;32943;no
1068;32948;I0L613TT0C04PC0000;32943;no
1069;20543;I0L600EB0CFE4M0000;20259;yes
1070;31914;I0L600EB0CFE4C0000;20259;yes
1071;20544;I0L600EBB0FEPM0000;20259;yes
1072;20545;I0L600EBB0FEPC0000;20259;yes
1073;20546;I0L600EB00FE0M0000;20259;yes
1074;20497;I0L565TT00040Y0000;20496;no
1075;36614;I0L574TTO0040B0000;36411;no
1076;36618;I0L574TT0M040B0000;36411;no
1077;36622;I0L574TT0M040W0000;36411;no
1078;43552;I0L574SS00040B0000;36411;no
1079;43553;I0L574SS00040W0000;36411;no
1080;43550;I0L574RS00040B0000;36411;no
1081;43551;I0L574RS00040W0000;36411;no
1082;43555;I0L345TTO0040B0000;43554;no
1083;43563;I0L345TT0M040B0000;43554;no
1084;43568;I0L345TT0M040W0000;43554;no
1085;43571;I0L345SS00040B0000;43554;no
1086;43572;I0L345SS00040W0000;43554;no
1087;43573;I0L345RS00040B0000;43554;no
1088;43574;I0L345RS00040W0000;43554;no
1089;36581;I0L337TT00040B0000;36414;no
1090;36575;I0L337TTO0040B0000;36414;no
1091;36565;I0L337TT0M040B0000;36414;no
1092;36563;I0L337SS00040B0000;36414;no
1093;36561;I0L337RS00040B0000;36414;no
1094;36560;I0L337KB00040B0000;36414;no
1095;36570;I0L337TT0M040W0000;36414;no
1096;36564;I0L337SS00040W0000;36414;no
1097;36562;I0L337RS00040W0000;36414;no
1098;799171;I0L337LJ00040B0000;36414;no
1099;48616;I0L538RS0C04PW0000;37795;no
1100;48617;I0L538RJ0C04PW0000;37795;no
1101;48656;I0L545RS0C049G0000;37796;no
1102;48633;I0L543HT00040G0000;37797;no
1103;48634;I0L544DL00040W0000;37798;no
1104;48642;I0L544DL00040G0000;37798;no
1105;48650;I0L544DL00040B0000;37798;no
1106;48622;I0L542TC00040W0000;37800;no
1107;48624;I0L542TT0C04PW0000;37800;no
1108;48628;I0L542TT0C04PB0000;37800;no
1109;48626;I0L542TTOC04PB0000;37800;no
1110;48595;I0L537TC00040G0000;37801;no
1111;48599;I0L537TC00040W0000;37801;no
1112;48601;I0L537TCO0040G0000;37801;no
1113;48603;I0L537TT00040W0000;37801;no
1114;48605;I0L537TT00040G0000;37801;no
1115;48610;I0L537TT00040G0000;37801;no
1116;48611;I0L537TT00040B0000;37801;no
1117;48614;I0L537RS00040G0000;37801;no
1118;48615;I0L537RS0C049G0000;37801;no
1119;48618;I0L539TT0C04PW0000;37802;no
1120;48620;I0L539TT0C04PB0000;37802;no
1121;48631;I0L536RS0C049G0000;37804;no
1122;48632;I0L536RSB0049G0000;37804;no
1123;39459;I0L639P92A040B0000;39458;no
1124;39461;I0L639PT0A040B0000;39458;no
1125;49031;I0L639PE0A040B0000;39458;no
1126;39464;I0L563TT00040B0000;39463;no
1127;39469;I0L563TT0A040B0000;39463;no
1128;39474;I0L563TT0A040W0000;39463;no
1129;39476;I0L563TTO0040B0000;39463;no
1130;799177;I0L563PE0A040B0000;39463;no
1131;800398;I0L563PT0A040B0000;39463;no
1132;45706;I0L595LLIC04XW0000;45705;no
1133;45772;I0L595LL00040W0000;45705;no
1134;799337;I0L687TT00040B0000;799336;no
1135;799342;I0L687TT0A040B0000;799336;no
1136;799349;I0L687TTO0040B0000;799336;no
1137;799347;I0L687TT0A040W0000;799336;no
1138;799354;I0L687PE0A040B0000;799336;no
1139;20488;O0L442EBB0FEPM0000;20487;no
1140;20489;O0L442TT0C04PC0000;20487;no
1141;20503;O0L442TT00040G0000;20487;no
1142;20491;O0L445TT00040G0000;20490;no
1143;20501;O0L445TT00040C0000;20490;no
1144;20502;O0L445TT00040R0000;20490;no
1145;20492;O0L445TC00040G0000;20490;no
1146;20493;O0L445TT0A040G0000;20490;no
1147;20494;O0L445HT00040G0000;20490;no
1148;32954;O0L452LLIC04XB0000;32953;no
1149;34143;O0L446TT00040B0000;34129;no
1150;34199;O0L447TT00040B0000;34197;no
1151;40376;O0L451LJO0040B0000;40375;no
1152;40377;O0L451LJ00040B0000;40375;no
1153;40378;O0L451RJ00040B0000;40375;no
1154;40379;O0L451RJ00XP0B0000;40375;no
1155;40380;O0L451HP10040B0000;40375;no
1156;40381;O0L451HP20040M0000;40375;no
1157;40383;O0L438TT00040B0000;40382;no
1158;40384;O0L438LJL0040B0000;40382;no
1159;40385;O0L438LJLC044B0000;40382;no
1160;30665;L0L445TT00040G0000;30664;no
1161;30672;L0L445TT00040R0000;30664;no
1162;31860;L0L445TT00040C0000;30664;no
1163;32968;L0L585TT00040G0000;32967;no
1164;32977;L0L586TT00040G0000;32976;no
1165;33002;L0L593TT0C04PC0000;33001;no
1166;33010;L0L594TT0C04PC0000;33011;no
1167;33017;L0L595LLIC04XW0000;33016;no
1168;32959;L0L612LLIC04XW0000;32958;no
1169;33036;L0L578LL00040C0000;33035;no
1170;33071;L0L579LL00040C0000;33070;no
1171;20500;L0L577TT0C04PC0000;20129;no
1172;40369;L0L550TTO0040B0000;36416;no
1173;40370;L0L550TT0M040B0000;36416;no
1174;40395;L0L556TT00040B0000;36417;no
1175;40371;L0L556TTO0040B0000;36417;no
1176;40372;L0L556TT0M040B0000;36417;no
1177;40373;L0L556P92A040B0000;36417;no
1178;40374;L0L556PT0A040B0000;36417;no
1179;40403;L0L336PE0A040B0000;40402;no
1180;40405;L0L336PT0A040B0000;40402;no
1181;48658;L0L657TN00040Y0000;48657;no
1182;48660;L0L657TN00040N0000;48657;no
1183;48662;L0L657TN00040R0000;48657;no
1184;48664;L0L657TN00040C0000;48657;no
1185;48668;L0L656SC0C04IG0000;48667;no
1186;48670;L0L659TN00040M0000;48669;no
1187;48673;L0L660DL00040G0000;48672;no
1188;48682;L0L660DR00040G0000;48672;no
1189;48686;L0L658TN00040M0000;48685;no
1190;48689;L0L661DL00040G0000;48688;no
1191;20154;I0W603TCB006IS0000;20121;yes
1192;24218;I0W603P91006IS0000;20121;no
1193;30515;I0W354TCB006IS0000;20273;yes
1194;30535;I0W354P91006IS0000;20273;yes
1195;20193;IPR604FFSPCM0W0000;20192;yes
1196;20194;IPR604FFSNCM0W0000;20192;yes
1197;20195;IPR604FFSLCM0W0000;20192;yes
1198;22363;IPR604FFSXCM0G0000;20192;no
1199;20197;IPR186MFS000000000;20196;no
1200;22364;IPR186UFS000000000;20196;yes
1201;22365;IPR187FFSXAB0B0000;20198;no
1202;20191;IPR188FFSPAB0W0000;20190;no
1203;20199;IPR188FFSXAB0W0000;20190;no
1204;20201;IPR189FFSP000G0000;20200;no
1205;22366;IPR190MFSC069W0000;20202;no
1206;20204;IPR191FFSXCM0G0000;20203;no
1207;20206;IPR192MFSPIT000000;20205;no
1208;20208;IPR193MFSPIT000000;20207;no
1209;20210;IPR194MFS000000000;20209;no
1210;20212;IPR195MFSPIT000000;20211;no
1211;20216;IPR198MFSPIT000000;20215;no
1212;20218;IPR199MFSPIT000000;20217;no
1213;20220;IPR200WFS0IT000000;20219;no
1214;20222;IPR201WFS0IT000000;20221;no
1215;20224;IPR202WFS0IT000000;20223;no
1216;33049;IPR197MFSPIT000000;20235;no
1217;20226;IPR203UFS000000000;20225;no
1218;20228;IPR204FFSXCM000000;20227;no
1219;20230;IPR206FFSPSI000000;20229;no
1220;22368;IPR205MFSPIT000000;20234;yes
1221;33357;IPR205UFS000000000;20234;yes
1222;32823;I0S217SSA0010B0000;15341;yes
1223;22414;I0S217SSAA010B0000;15341;yes
1224;22369;I0S207SCAAPV0B0000;20261;no
1225;32822;I0S207RJA0PV0B0000;20261;no
1226;22371;I0S207SSA0090B0000;20261;no
1227;22370;I0S207RSA0090B0000;20261;no
1228;22372;I0S208SSA0PV0B0000;20262;no
1229;32781;I0S208RSA0PV0B0000;20262;no
1230;22373;I0S208RJA0PV0B0000;20262;no
1231;35302;I0S209RSA0CP0B0000;20263;no
1232;22374;I0S210SSA0PV0B0000;20264;no
1233;32782;I0S210RSA0PV0B0000;20264;no
1234;22375;I0S211SSA0PV0B0000;20265;no
1235;22376;I0S211SSAAPV0B0000;20265;no
1236;32783;I0S211SJA0PV0B0000;20265;no
1237;22377;I0S211RJA0PV0B0000;20265;no
1238;22378;I0S212SSA0PV0B0000;20266;no
1239;22379;I0S212RJA0PV0B0000;20266;no
1240;46266;I0S215SSA0010M0000;20267;no
1241;46267;I0S215SSA0010B0000;20267;no
1242;46268;I0S219SSAA010B0000;20268;no
1243;13118;I0S216SSA0010B0000;9268;yes
1244;13119;I0S216SSAA010B0000;9268;yes
1245;20155;ICL030TT0C01AS0000;7955;no
1246;13677;ICL030TTB001AS0000;7955;yes
1247;33310;ICL030TTB001A00000;7955;no
1248;24170;ICL030SC00AL0S0000;7955;no
1249;20088;ICL030RS00AL0S0000;7955;yes
1250;24169;ICL030RS0C01AS0000;7955;yes
1251;12634;ICL030RSB001AS0000;7955;yes
1252;12473;ICL030PE00AL0S0000;7955;yes
1253;12479;ICL030PT00AL0S0000;7955;yes
1254;24168;ICL030UA0000000000;7955;no
1255;12457;ICL030ES0AAL0S0000;7955;yes
1256;24143;ICL024TT0C01GB0000;20049;no
1257;13623;ICL024TTB001GB0000;20049;yes
1258;12632;ICL024SS0C01GB0000;20049;yes
1259;24140;ICL024SC0C01GB0000;20049;no
1260;24141;ICL024SCB001GB0000;20049;no
1261;24142;ICL024SC0A030B0000;20049;no
1262;20150;ICL024RS00GC0B0000;20049;yes
1263;24139;ICL024RS0C01GB0000;20049;no
1264;24138;ICL024UA0000000000;20049;yes
1265;24145;ICL024ES0AGA0B0000;20049;yes
1266;48518;ICL025RS00GC0B0000;37813;no
1267;20089;ICL027TT0C01NB0000;15343;no
1268;15345;ICL027SS0C01NB0000;15343;no
1269;20148;ICL027RS00GA0B0000;15343;no
1270;20149;ICL027ES0AGA0B0000;15343;no
1271;24166;ICL027ES0AAL0B0000;15343;no
1272;15459;ICL031RS00AL0S0000;15458;no
1273;24167;ICL028UA00000G0000;20093;no
1274;20151;ICL029RS00CS0G0000;20094;no
1275;40331;ICL026RS00GC0B0000;20163;no
1276;40330;ICL026RS00GC0G0000;20163;no
1277;40332;ICL026RS00GC0C0000;20163;no
1278;40333;ICL026RS00GC0N0000;20163;no
1279;40334;ICL026RS00GC0R0000;20163;no
1280;24136;ICL019UA00AL0S0000;20161;no
1281;24137;ICL019ES0AAL0S0000;20161;no
1282;24178;ICL173TC0CPUCG0000;20117;yes
1283;24192;ICL173PE0CPUCG0000;20117;yes
1284;24206;ICL173ES0APV0G0000;20117;yes
1285;24177;ICL173U200000S0000;20117;yes
1286;24220;ICL453PE00AE0S0000;20122;yes
1287;24221;ICL453PE00AR0S0000;20122;yes
1288;24222;ICL453PE00AZ0S0000;20122;no
1289;24219;ICL453PE00GS0S0000;20122;yes
1290;24223;ICL453PE00SV0S0000;20122;no
1291;24224;ICL453PE00V20S0000;20122;no
1292;24225;ICL453P200AE0S0000;20122;yes
1293;24226;ICL453P200AR0S0000;20122;yes
1294;24227;ICL453P200AZ0S0000;20122;no
1295;24228;ICL453P200GS0S0000;20122;yes
1296;32799;ICL453P200V20S0000;20122;no
1297;24230;ICL453PC00AE0S0000;20122;yes
1298;24231;ICL453PC00AR0S0000;20122;yes
1299;24232;ICL453PC00AZ0S0000;20122;no
1300;24233;ICL453PC00GS0S0000;20122;yes
1301;24234;ICL453PC00V20S0000;20122;no
1302;24235;ICL453PB00AE0S0000;20122;yes
1303;24236;ICL453PB00AR0S0000;20122;yes
1304;24237;ICL453PB00AZ0S0000;20122;no
1305;24238;ICL453PB00GS0S0000;20122;yes
1306;24239;ICL453PB00V20S0000;20122;no
1307;33061;ICL454U200000S0000;20123;yes
1308;24240;ICL454UA00000S0000;20123;yes
1309;24241;ICL454UA00000G0000;20123;yes
1310;24242;ICL455U200000G0000;20124;no
1311;24243;ICL455U200000S0000;20124;yes
1312;24244;ICL455UA00000W0000;20124;yes
1313;24245;ICL455UA00000B0000;20124;no
1314;24246;ICL455UA00000G0000;20124;yes
1315;24247;ICL455UA0000000000;20124;yes
1316;24248;ICL455UK0000000000;20124;no
1317;24249;ICL455P42WPV0G0000;20124;yes
1318;24250;ICL455P910PV0G0000;20124;yes
1319;24251;ICL455P92WPV0G0000;20124;yes
1320;24252;ICL455PT10PV0G0000;20124;yes
1321;33365;ICL455PT20PV0G0000;20124;yes
1322;24253;ICL455PC00PV0G0000;20124;yes
1323;24254;ICL455RS00PV0G0000;20124;yes
1324;24255;ICL455ES0APV0G0000;20124;yes
1325;24256;ICL456UA00000S0000;20125;yes
1326;24257;ICL456P92WAL0S0000;20125;yes
1327;24258;ICL456PE00AL0S0000;20125;yes
1328;24259;ICL456PC00AL0S0000;20125;yes
1329;24260;ICL456RS00AL0S0000;20125;yes
1330;24207;ICL349U200000G0000;20270;no
1331;24208;ICL349U200000R0000;20270;no
1332;24209;ICL349U200000W0000;20270;no
1333;24210;ICL349UA0000000000;20270;no
1334;24211;ICL349UK0000000000;20270;no
1335;24214;ICL349RS00PV0G0000;20270;no
1336;24212;ICL349RS00PV0B0000;20270;no
1337;24213;ICL349RS00PV0E0000;20270;no
1338;24215;ICL349RS00PV0W0000;20270;no
1339;24216;ICL349ES0APV0G0000;20270;no
1340;24217;ICL349ES0APV0B0000;20270;no
1341;36274;ICL222RS00PI0B0000;36273;yes
1342;48519;ICL032RS00AL0S0000;37814;no
1343;48520;ICL032UA00AL0S0000;37814;no
1344;48521;ICL032ES0AAL0S0000;37814;no
1345;800733;ICL662RJ00PV0B0000;800730;no
1346;800734;ICL662RJ00PV0G0000;800730;no
1347;800735;ICL662RJ00PV0R0000;800730;no
1348;800736;ICL662RJ00PV0N0000;800730;no
1349;800737;ICL662RJ00PV0C0000;800730;no
1350;800738;ICL662RJ00PV0Y0000;800730;no
1351;33134;ISF143RSB001IS0000;20232;no
1352;18468;ISF004TT00010B0000;18467;no
1353;31869;ISF004RS00010B0000;18467;no
1354;40282;ISF004RS0A010B0000;18467;no
1355;18470;ISF129TT00010B0000;18469;no
1356;24411;ISF129TT0A010B0000;18469;no
1357;24418;ISF129LL00010B0000;18469;no
1358;24447;ISF001TT00010B0000;20157;no
1359;40277;ISF003EI0A010B0000;20242;no
1360;24322;ISF247TT00010B0000;20271;no
1361;24323;ISF350TT00010B0000;20272;no
1362;24421;ISF532TT00010B0000;20278;no
1363;24428;ISF532LL00010B0000;20278;no
1364;24432;ISF532RS00010B0000;20278;no
1365;24433;ISF532RS0A010B0000;20278;no
1366;24434;ISF532RSB001IS0000;20278;no
1367;48698;ISF571TT00010B0000;37791;no
1368;48701;ISF572LL00010B0000;37792;no
1369;37905;ISF568RS00010B0000;37904;no
1370;37906;ISF568TT00010B0000;37904;no
1371;18472;OSF546TT00010B0000;18471;no
1372;19547;LSF552RS00010B0000;19546;no
1373;24441;LSF552RS0A010B0000;19546;no
1374;24442;LSF552RSB001IS0000;19546;no
1375;19549;LSF554TT00010B0000;19548;no
1376;49043;LSF571TT00010B0000;49042;no
1377;49047;LSF572LL00010B0000;49046;no
1378;33309;I0P614SS0C08AS0000;33308;no
1379;36263;ISW628TCB006IS0000;35309;no
1380;36264;ISW628O9UC06IS0000;35309;no
1381;36271;ISW628RS0C06IS0000;35309;no
1382;36272;ISW628ES00AL0S0000;35309;no
1383;48503;ISP005TT00040M0000;37805;no
1384;48505;ISP005TN00040M0000;37805;no
1385;48509;ISP005TNR0040M0000;37805;no
1386;48507;ISP005TN00040W0000;37805;no
1387;36593;ISP345SS00040B0000;36413;no
1388;36591;ISP345RS00040B0000;36413;no
1389;36594;ISP345SS00040W0000;36413;no
1390;36592;ISP345RS00040W0000;36413;no
1391;41300;ISP564TN00040M0000;41299;no
1392;49035;ISP563DL00040G0000;49034;no
1393;41298;LSP629TN00040M0000;41297;no
1394;799373;IGLtest-PNtest-Ra;799371;no
