id;pdmid;externalkey;parentid;exist
1433;36621;I0L574TT0M040BI034;36618;no
1434;43548;I0L574TT0M040BI100;36618;no
1435;43549;I0L574TT0M040WI012;36622;no
1436;36623;I0L574TT0M040WI100;36622;no
1437;43556;I0L345TTO0040BI038;43555;no
1438;43558;I0L345TTO0040BI012;43555;no
1439;43560;I0L345TTO0040BI034;43555;no
1440;43562;I0L345TTO0040BI100;43555;no
1441;43564;I0L345TT0M040BI038;43563;no
1442;43565;I0L345TT0M040BI012;43563;no
1443;43566;I0L345TT0M040BI034;43563;no
1444;43567;I0L345TT0M040BI100;43563;no
1445;43569;I0L345TT0M040WI012;43568;no
1446;43570;I0L345TT0M040WI100;43568;no
1447;36582;I0L337TT00040BI038;36581;no
1448;36583;I0L337TT00040BI012;36581;no
1449;36584;I0L337TT00040BI058;36581;no
1450;36585;I0L337TT00040BI034;36581;no
1451;36586;I0L337TT00040BI100;36581;no
1452;36576;I0L337TTO0040BI038;36575;no
1453;36577;I0L337TTO0040BI012;36575;no
1454;36580;I0L337TTO0040BI058;36575;no
1455;36578;I0L337TTO0040BI034;36575;no
1456;36579;I0L337TTO0040BI100;36575;no
1457;799173;I0L337TTO0040BI112;36575;no
1458;799174;I0L337TTO0040BI158;36575;no
1459;799176;I0L337TTO0040BI218;36575;no
1460;36566;I0L337TT0M040BI038;36565;no
1461;36567;I0L337TT0M040BI012;36565;no
1462;36568;I0L337TT0M040BI034;36565;no
1463;36569;I0L337TT0M040BI100;36565;no
1464;36572;I0L337TT0M040WI012;36570;no
1465;36574;I0L337TT0M040WI100;36570;no
1466;799172;I0L337LJ00040BI034;799171;no
1467;48623;I0L542TC00040WM010;48622;no
1468;48625;I0L542TT0C04PWM010;48624;no
1469;48629;I0L542TT0C04PBM010;48628;no
1470;48630;I0L542TT0C04PBM015;48628;no
1471;48627;I0L542TTOC04PBM010;48626;no
1472;48596;I0L537TC00040GM005;48595;no
1473;48597;I0L537TC00040GM008;48595;no
1474;48598;I0L537TC00040GM010;48595;no
1475;48600;I0L537TC00040WM010;48599;no
1476;48602;I0L537TCO0040GM010;48601;no
1477;48604;I0L537TT00040WM010;48603;no
1478;48608;I0L537TT00040GM005;48605;no
1479;48606;I0L537TT00040GM010;48605;no
1480;48607;I0L537TT00040GM015;48605;no
1481;48609;I0L537TT00040GI014;48605;no
1482;48613;I0L537TT00040GI138;48605;no
1483;48612;I0L537TT00040BI078;48611;no
1484;48619;I0L539TT0C04PWM010;48618;no
1485;48621;I0L539TT0C04PBM010;48620;no
1486;39460;I0L639P92A040BI012;39459;no
1487;39462;I0L639PT0A040BI012;39461;no
1488;49032;I0L639PE0A040BI012;49031;no
1489;39466;I0L563TT00040BI038;39464;no
1490;39467;I0L563TT00040BI012;39464;no
1491;39465;I0L563TT00040BI034;39464;no
1492;39468;I0L563TT00040BI100;39464;no
1493;39470;I0L563TT0A040BI038;39469;no
1494;39471;I0L563TT0A040BI012;39469;no
1495;39472;I0L563TT0A040BI034;39469;no
1496;39473;I0L563TT0A040BI100;39469;no
1497;39475;I0L563TT0A040WI100;39474;no
1498;49033;I0L563TTO0040BI038;39476;no
1499;39477;I0L563TTO0040BI012;39476;no
1500;39478;I0L563TTO0040BI034;39476;no
1501;799180;I0L563TTO0040BI100;39476;no
1502;799178;I0L563PE0A040BI038;799177;no
1503;800399;I0L563PT0A040BI038;800398;no
1504;45707;I0L595LLIC04XWM006;45706;no
1505;45714;I0L595LLIC04XWM009;45706;no
1506;45753;I0L595LLIC04XWM010;45706;no
1507;45757;I0L595LLIC04XWM012;45706;no
1508;45759;I0L595LLIC04XWM016;45706;no
1509;45762;I0L595LLIC04XWM018;45706;no
1510;45763;I0L595LLIC04XWM019;45706;no
1511;45765;I0L595LLIC04XWM022;45706;no
1512;45766;I0L595LLIC04XWI006;45706;no
1513;45767;I0L595LLIC04XWI010;45706;no
1514;45768;I0L595LLIC04XWI012;45706;no
1515;45769;I0L595LLIC04XWI016;45706;no
1516;45770;I0L595LLIC04XWI019;45706;no
1517;45771;I0L595LLIC04XWI022;45706;no
1518;45773;I0L595LL00040WM006;45772;no
1519;45774;I0L595LL00040WM010;45772;no
1520;45775;I0L595LL00040WM012;45772;no
1521;45776;I0L595LL00040WM016;45772;no
1522;45777;I0L595LL00040WM019;45772;no
1523;45778;I0L595LL00040WM022;45772;no
1524;799338;I0L687TT00040BI038;799337;no
1525;799339;I0L687TT00040BI012;799337;no
1526;799340;I0L687TT00040BI034;799337;no
1527;799341;I0L687TT00040BI100;799337;no
1528;799343;I0L687TT0A040BI038;799342;no
1529;799344;I0L687TT0A040BI012;799342;no
1530;799345;I0L687TT0A040BI034;799342;no
1531;799346;I0L687TT0A040BI100;799342;no
1532;799350;I0L687TTO0040BI038;799349;no
1533;799351;I0L687TTO0040BI012;799349;no
1534;799352;I0L687TTO0040BI034;799349;no
1535;799353;I0L687TTO0040BI100;799349;no
1536;799348;I0L687TT0A040WI100;799347;no
1537;799355;I0L687PE0A040BI038;799354;no
1538;30632;O0L442TT0C04PCM004;20489;no
1539;30633;O0L442TT00040GM010;20503;no
1540;32798;O0L442TT00040GM013;20503;no
1541;30658;O0L445TT00040GM005;20491;no
1542;30659;O0L445TT00040GM009;20491;no
1543;31862;O0L445TT00040GM013;20491;no
1544;31858;O0L445TT00040GM018;20491;no
1545;31866;O0L445TT00040GM020;20491;no
1546;31871;O0L445TT00040GM025;20491;no
1547;31867;O0L445TT00040GM026;20491;no
1548;31864;O0L445TT00040GM027;20491;no
1549;31863;O0L445TC00040GM013;20492;no
1550;31865;O0L445TC00040GM020;20492;no
1551;30660;O0L445TT0A040GM009;20493;no
1552;30661;O0L445TT0A040GM013;20493;no
1553;30662;O0L445TT0A040GM020;20493;no
1554;33060;O0L445HT00040GM009;20494;no
1555;31856;O0L445HT00040GM015;20494;no
1556;31857;O0L445HT00040GM018;20494;no
1557;30634;O0L445HT00040GM022;20494;no
1558;30635;O0L445HT00040GM028;20494;no
1559;30636;O0L445HT00040GM035;20494;no
1560;30637;O0L445HT00040GM042;20494;no
1561;32955;O0L452LLIC04XBM009;32954;no
1562;32956;O0L452LLIC04XBM013;32954;no
1563;32957;O0L452LLIC04XBM019;32954;no
1564;34157;O0L446TT00040BI038;34143;no
1565;34178;O0L446TT00040BI012;34143;no
1566;34200;O0L447TT00040BI012;34199;no
1567;34201;O0L447TT00040BI100;34199;no
1568;40776;O0L451LJO0040BI012;40376;no
1569;40802;O0L451LJO0040BI100;40376;no
1570;40636;O0L451LJ00040BI012;40377;no
1571;40675;O0L451LJ00040BI100;40377;no
1572;40502;O0L451HP10040BI114;40380;no
1573;40503;O0L451HP20040MI100;40381;no
1574;40505;O0L451HP20040MI114;40381;no
1575;40504;O0L451HP20040MI112;40381;no
1576;40506;O0L451HP20040MI200;40381;no
1577;40587;O0L451HP20040MI212;40381;no
1578;48919;O0L438LJL0040BI034;40384;no
1579;30669;L0L445TT00040GM009;30665;no
1580;30666;L0L445TT00040GM013;30665;no
1581;30670;L0L445TT00040GM020;30665;no
1582;30671;L0L445TT00040GM025;30665;no
1583;30668;L0L445TT00040GM026;30665;no
1584;30667;L0L445TT00040GM027;30665;no
1585;30673;L0L445TT00040RM006;30672;no
1586;31861;L0L445TT00040CM006;31860;no
1587;32969;L0L585TT00040GM009;32968;no
1588;32970;L0L585TT00040GM013;32968;no
1589;32971;L0L585TT00040GM020;32968;no
1590;32972;L0L585TT00040GM025;32968;no
1591;32973;L0L585TT00040GM026;32968;no
1592;32974;L0L585TT00040GM038;32968;no
1593;32975;L0L585TT00040GM039;32968;no
1594;32978;L0L586TT00040GM009;32977;no
1595;32979;L0L586TT00040GM013;32977;no
1596;32980;L0L586TT00040GM020;32977;no
1597;32982;L0L586TT00040GM026;32977;no
1598;32981;L0L586TT00040GM027;32977;no
1599;32983;L0L586TT00040GM030;32977;no
1600;33073;L0L593TT0C04PCM006;33002;no
1601;33003;L0L593TT0C04PCM009;33002;no
1602;33004;L0L593TT0C04PCM013;33002;no
1603;33005;L0L593TT0C04PCM020;33002;no
1604;33006;L0L593TT0C04PCM025;33002;no
1605;33007;L0L593TT0C04PCM026;33002;no
1606;33008;L0L593TT0C04PCM027;33002;no
1607;33012;L0L594TT0C04PCM004;33010;no
1608;33018;L0L595LLIC04XWM009;33017;no
1609;32960;L0L612LLIC04XWM009;32959;no
1610;33037;L0L578LL00040CM005;33036;no
1611;33072;L0L579LL00040CM009;33071;no
1612;31874;L0L577TT0C04PCM004;20500;no
1613;21067;L0L577TT0C04PCM070;20500;no
1614;40394;L0L550TTO0040BI012;40369;no
1615;40966;L0L550TT0M040BI012;40370;no
1616;40396;L0L556TT00040BI012;40395;no
1617;40398;L0L556TTO0040BI038;40371;no
1618;40401;L0L556TTO0040BI012;40371;no
1619;41132;L0L556TT0M040BI038;40372;no
1620;40397;L0L556TT0M040BI012;40372;no
1621;40399;L0L556TT0M040BI034;40372;no
1622;40400;L0L556TT0M040BI100;40372;no
1623;40404;L0L336PE0A040BI012;40403;no
1624;40902;L0L336PE0A040BI038;40403;no
1625;40406;L0L336PT0A040BI012;40405;no
1626;40921;L0L336PT0A040BI038;40405;no
1627;48659;L0L657TN00040YM060;48658;no
1628;48661;L0L657TN00040NM060;48660;no
1629;48663;L0L657TN00040RM060;48662;no
1630;48665;L0L657TN00040CM060;48664;no
1631;48666;L0L657TN00040CM065;48664;no
1632;48671;L0L659TN00040MM060;48670;no
1633;48674;L0L660DL00040GM006;48673;no
1634;48675;L0L660DL00040GM008;48673;no
1635;48676;L0L660DL00040GM010;48673;no
1636;48677;L0L660DL00040GM012;48673;no
1637;48678;L0L660DL00040GM015;48673;no
1638;48679;L0L660DL00040GM020;48673;no
1639;48680;L0L660DL00040GM025;48673;no
1640;48681;L0L660DL00040GM030;48673;no
1641;48683;L0L660DR00040GM040;48682;no
1642;48684;L0L660DR00040GM050;48682;no
1643;48687;L0L658TN00040MM060;48686;no
1644;48690;L0L661DL00040GM006;48689;no
1645;48691;L0L661DL00040GM008;48689;no
1646;48692;L0L661DL00040GM010;48689;no
1647;48693;L0L661DL00040GM012;48689;no
1648;48694;L0L661DL00040GM015;48689;no
1649;48695;L0L661DL00040GM020;48689;no
1650;48696;L0L661DL00040GM025;48689;no
1651;48697;L0L661DL00040GM030;48689;no
1652;32787;I0W603TCB006ISM020;20154;yes
1653;32788;I0W603TCB006ISM030;20154;yes
1654;32789;I0W603TCB006ISM035;20154;yes
1655;32790;I0W603TCB006ISM040;20154;yes
1656;32791;I0W603TCB006ISM050;20154;yes
1657;32792;I0W603TCB006ISM060;20154;yes
1658;32793;I0W603TCB006ISM070;20154;yes
1659;32794;I0W603TCB006ISM080;20154;yes
1660;32795;I0W603TCB006ISM090;20154;yes
1661;32796;I0W603TCB006ISM100;20154;yes
1662;33050;I0W354TCB006ISM020;30515;yes
1663;33051;I0W354TCB006ISM030;30515;yes
1664;33052;I0W354TCB006ISM040;30515;yes
1665;33053;I0W354TCB006ISM050;30515;yes
1666;33054;I0W354TCB006ISM060;30515;yes
1667;33055;I0W354TCB006ISM070;30515;yes
1668;33056;I0W354TCB006ISM080;30515;yes
1669;33057;I0W354TCB006ISM090;30515;yes
1670;33058;I0W354TCB006ISM100;30515;no
1671;33059;I0W354TCB006ISM120;30515;no
1672;22586;IPR186MFS00000M020;20197;no
1673;22587;IPR186MFS00000M030;20197;no
1674;13456;ICL030TT0C01ASMAF1;20155;no
1675;13510;ICL030TT0C01ASMAF2;20155;no
1676;13507;ICL030TT0C01ASMAF4;20155;no
1677;13508;ICL030TT0C01ASMAF5;20155;no
1678;13509;ICL030TT0C01ASMAF6;20155;no
1679;799274;ICL030TT0C01ASM013;20155;no
1680;799275;ICL030TT0C01ASM019;20155;no
1681;799276;ICL030TT0C01ASM025;20155;no
1682;799277;ICL030TT0C01ASM032;20155;no
1683;33275;ICL030TT0C01ASM040;20155;no
1684;24171;ICL030TT0C01ASM045;20155;no
1685;24172;ICL030TT0C01ASM055;20155;no
1686;13453;ICL030TTB001ASMAF2;13677;yes
1687;13678;ICL030TTB001ASMAF4;13677;yes
1688;13679;ICL030TTB001ASMAF5;13677;yes
1689;13730;ICL030TTB001ASMAF6;13677;no
1690;24173;ICL030TTB001ASM013;13677;no
1691;24174;ICL030TTB001ASM019;13677;no
1692;24175;ICL030TTB001ASM025;13677;no
1693;24176;ICL030TTB001ASM032;13677;no
1694;33311;ICL030TTB001A0MAF2;33310;no
1695;33312;ICL030TTB001A0MAF4;33310;no
1696;33313;ICL030TTB001A0MAF5;33310;no
1697;33314;ICL030TTB001A0MAF6;33310;no
1698;12474;ICL030PE00AL0SMAF2;12473;no
1699;12475;ICL030PE00AL0SMAF4;12473;no
1700;12477;ICL030PE00AL0SMAF5;12473;no
1701;12476;ICL030PE00AL0SMAF6;12473;no
1702;12480;ICL030PT00AL0SMAF2;12479;no
1703;12481;ICL030PT00AL0SMAF4;12479;no
1704;12482;ICL030PT00AL0SMAF5;12479;no
1705;12483;ICL030PT00AL0SMAF6;12479;no
1706;24144;ICL024TT0C01GBM018;24143;no
1707;13624;ICL024TTB001GBMAF2;13623;yes
1708;13675;ICL024TTB001GBMAF4;13623;yes
1709;13676;ICL024TTB001GBMAF5;13623;yes
1710;15346;ICL027TT0C01NBMAF3;20089;no
1711;24164;ICL027TT0C01NBMAF5;20089;no
1712;24165;ICL027TT0C01NBMAF6;20089;no
1713;31917;ICL173TC0CPUCGP050;24178;yes
1714;31918;ICL173TC0CPUCGP100;24178;yes
1715;49229;ICL173TC0CPUCG9999;24178;no
1716;31868;ISF004TT00010BM006;18468;no
1717;40278;ISF004TT00010BM009;18468;no
1718;40279;ISF004TT00010BM013;18468;no
1719;40280;ISF004TT00010BM019;18468;no
1720;40281;ISF004TT00010BM025;18468;no
1721;24407;ISF129TT00010BM010;18470;no
1722;24408;ISF129TT00010BM019;18470;no
1723;24409;ISF129TT00010BM024;18470;no
1724;24410;ISF129TT00010BM036;18470;no
1725;24412;ISF129TT0A010BM010;24411;no
1726;24414;ISF129TT0A010BM024;24411;no
1727;24419;ISF129LL00010BM010;24418;no
1728;24448;ISF001TT00010BM006;24447;no
1729;24449;ISF001TT00010BM009;24447;no
1730;24450;ISF001TT00010BM013;24447;no
1731;24451;ISF001TT00010BM019;24447;no
1732;24452;ISF001TT00010BM025;24447;no
1733;27955;ISF247TT00010BM009;24322;no
1734;27956;ISF247TT00010BM019;24322;no
1735;27957;ISF247TT00010BM025;24322;no
1736;27958;ISF247TT00010BM030;24322;no
1737;27941;ISF350TT00010BM006;24323;no
1738;27942;ISF350TT00010BM009;24323;no
1739;27943;ISF350TT00010BM019;24323;no
1740;27944;ISF350TT00010BM025;24323;no
1741;27945;ISF350TT00010BM032;24323;no
1742;24422;ISF532TT00010BM006;24421;no
1743;24423;ISF532TT00010BM009;24421;no
1744;24424;ISF532TT00010BM013;24421;no
1745;24425;ISF532TT00010BM019;24421;no
1746;24426;ISF532TT00010BM025;24421;no
1747;24427;ISF532TT00010BM032;24421;no
1748;24431;ISF532LL00010BM019;24428;no
1749;24430;ISF532LL00010BM013;24428;no
1750;24429;ISF532LL00010BM009;24428;no
1751;48699;ISF571TT00010BM006;48698;no
1752;48700;ISF571TT00010BM009;48698;no
1753;48702;ISF572LL00010BM006;48701;no
1754;48704;ISF572LL00010BM009;48701;no
1755;37907;ISF568TT00010BM009;37906;no
1756;37908;ISF568TT00010BM013;37906;no
1757;37909;ISF568TT00010BM019;37906;no
1758;37910;ISF568TT00010BM025;37906;no
1759;37911;ISF568TT00010BM032;37906;no
1760;27946;OSF546TT00010BM006;18472;no
1761;27947;OSF546TT00010BM009;18472;no
1762;27948;OSF546TT00010BM013;18472;no
1763;27949;OSF546TT00010BM019;18472;no
1764;27950;OSF546TT00010BM025;18472;no
1765;27951;OSF546TT00010BM032;18472;no
1766;27952;OSF546TT00010BM040;18472;no
1767;24325;LSF554TT00010BM006;19549;no
1768;24326;LSF554TT00010BM009;19549;no
1769;24327;LSF554TT00010BM013;19549;no
1770;24328;LSF554TT00010BM019;19549;no
1771;24329;LSF554TT00010BM025;19549;no
1772;49044;LSF571TT00010BM006;49043;no
1773;49045;LSF571TT00010BM009;49043;no
1774;49048;LSF572LL00010BM006;49047;no
1775;49049;LSF572LL00010BM009;49047;no
1776;37781;ISW628TCB006ISM020;36263;no
1777;37782;ISW628TCB006ISM030;36263;no
1778;37783;ISW628TCB006ISM040;36263;no
1779;37784;ISW628TCB006ISM050;36263;no
1780;37785;ISW628TCB006ISM060;36263;no
1781;37786;ISW628TCB006ISM070;36263;no
1782;37787;ISW628TCB006ISM080;36263;no
1783;37788;ISW628TCB006ISM100;36263;no
1784;38782;ISW628O9UC06ISM020;36264;no
1785;38783;ISW628O9UC06ISM030;36264;no
1786;38784;ISW628O9UC06ISM040;36264;no
1787;38785;ISW628O9UC06ISM050;36264;no
1788;38786;ISW628O9UC06ISM060;36264;no
1789;38787;ISW628O9UC06ISM070;36264;no
1790;38788;ISW628O9UC06ISM080;36264;no
1791;38789;ISW628O9UC06ISM100;36264;no
1792;48504;ISP005TT00040MM065;48503;no
1793;48506;ISP005TN00040MM060;48505;no
1794;48510;ISP005TNR0040MM060;48509;no
1795;48508;ISP005TN00040WM060;48507;no
1796;49036;ISP563DL00040GI038;49035;no
1797;49037;ISP563DL00040GI058;49035;no
1798;49038;ISP563DL00040GI078;49035;no
1799;799374;IGLtest-PNtest-Ratest-GC;799373;no
1;20182;IAC248UK0000000000;20090;yes
2;22618;IAC016ES0AAL0S0000;20091;no
3;22619;IAC018ES0AGA0S0000;20092;no
4;20183;IAC061UP0N000B0000;20097;no
5;20184;IAC061UP0N000W0000;20097;yes
6;20185;IAC061UP0N000G0000;20097;yes
7;22607;IAC061UP0N000Y0000;20097;no
8;22608;IAC061UP0N000R0000;20097;no
9;22606;IAC153UK0000000000;20115;yes
10;20181;IAC151EI0A010B0000;20180;no
11;22604;IAC017ES0AAL0S0000;20279;no
12;22605;IAC126EI0A010B0000;20280;no
13;22620;IAC250UA0000000000;20281;no
14;20495;IAC559ES0APV000000;20282;no
15;22621;IAC560ES0APV0W0000;20283;no
16;22624;IAC560ES0APV0B0000;20283;no
17;22625;IAC560ES0APV0G0000;20283;no
18;22622;IAC560ES0APV0C0000;20283;no
19;22623;IAC560ES0APV0R0000;20283;no
20;799266;IAC560ES0APV0Y0000;20283;no
21;33451;IAC602UV0P000W0000;33450;no
22;33452;IAC602UV0N000W0000;33450;no
23;39221;IAC602UP0N000W0000;33450;no
24;38887;IAC258EI0A020B0000;38886;no
25;38888;IAC258EI0A010B0000;38886;no
26;39218;IAC267ES0APV0B0000;39217;no
27;39220;IAC269ES0APR0B0000;39219;no
28;48113;IAC671UK0000000000;48112;no
29;48512;IAC062UP0L000W0000;48511;no
30;48513;IAC062UP0L000G0000;48511;no
31;799170;LAC258EI0A010B0000;799169;no
32;15886;IAD077GS0L000Y0000;15874;no
33;48514;IAD078GS0L000L0000;37817;no
34;15205;IAD079GS0P000Y0000;15202;no
35;34698;IAD079GS0P000B0000;15202;no
36;15889;IAD079GS0N000Y0000;15202;no
37;34697;IAD079GS0N000B0000;15202;no
38;48515;IAD085GS0N000L0000;37815;no
39;48516;IAD085GS0L000L0000;37815;no
40;48517;IAD084GS0N000L0000;37816;no
41;12530;IAD080GS0N000Y0000;9264;no
42;37639;IAD232GS0N000Y0000;37638;no
43;12531;IAD081GS0P000Y0000;11646;yes
44;15891;IAD081GS0N000Y0000;11646;yes
45;20186;IAD086GS0P000E0000;20102;yes
46;20187;IAD086GS0N000E0000;20102;yes
47;12532;IAD082GV0P000B0000;11645;no
48;15892;IAD082GV0N000B0000;11645;no
49;15893;IAD082GV0X000B0000;11645;no
50;15894;IAD083GV0N000Y0000;15875;no
51;15895;IAD087GS0P000Y0000;15876;no
52;15896;IAD088GS0N000B0000;15877;no
53;15897;IAD088GS0N000Y0000;15877;no
54;15899;IAD110NS0N00000000;15878;yes
55;22609;IAD147NV0N00000000;20113;yes
56;22610;IAD148GV0P000G0000;20114;yes
57;46259;IAD121GS0N000Y0000;15879;no
58;15902;IAD121GS0L000Y0000;15879;no
59;15903;IAD121GS0X000Y0000;15879;no
60;15904;IAD131GH0P000Y0000;15880;yes
61;15906;IAD131GH0N000Y0000;15880;yes
62;46265;IAD138GS0N000Y0000;15881;no
63;15907;IAD138GS0L000Y0000;15881;no
64;15908;IAD146GS0P000Y0000;15882;yes
65;15909;IAD156GS0N000C0000;15883;yes
66;15910;IAD158GV0P000C0000;15884;yes
67;15911;IAD338GS0P000Y0000;15885;yes
68;15912;IAD338GA0000000000;15885;yes
69;20844;IAD567GS0P000Y0000;20843;yes
70;33454;IAD570GA0000000000;33453;no
71;39223;IAD317GS0N000B0000;39222;no
72;39224;IAD317GS0P000B0000;39222;no
73;39226;IAD130GH0P000Y0000;39225;no
74;39228;IAD541GA0000000000;39227;no
75;39229;IAD541GV0X000P0000;39227;no
76;800752;IAD694GS0P000W0000;800751;no
77;800753;IAD694GA0000000000;800751;no
78;15918;ICT033RSA0EV0B0000;15456;yes
79;15921;ICT035RSACPUOS0000;15914;yes
80;20152;ICT036RSACPUOB0000;15913;no
81;12536;ICT038RSA001OS0000;10569;yes
82;22175;ICT038RJA001OS0000;10569;yes
83;22176;ICT034RSACPUOS0000;20277;no
84;15922;ICT039RSA001RB0000;15915;no
85;22178;ICT039RSAA01RB0000;15915;yes
86;15923;ICT039SCA001RB0000;15915;no
87;22179;ICT039SCAA01RB0000;15915;no
88;22180;ICT039SSAA01RB0000;15915;no
89;22184;ICT041SSAAEV0B0000;15916;yes
90;22183;ICT041RSAAEV0B0000;15916;yes
91;22181;ICT607SCAAEVIS0000;20243;no
92;32763;ICT607SSB001IS0000;20243;no
93;22182;ICT607SSAAEVIS0000;20243;yes
94;32764;ICT608UR00000W0000;20244;no
95;22185;ICT608RSAAEV0B0000;20244;no
96;22186;ICT608RSAAEV0W0000;20244;yes
97;22187;ICT608SCAAEV0W0000;20244;no
98;22188;ICT608SSA0EV0W0000;20244;no
99;22189;ICT608SSAAEV0W0000;20244;yes
100;22190;ICT608SSAAEVIS0000;20244;no
101;15926;ICT045ENAA010G0000;15917;no
102;32765;ICT048SSA0EV0B0000;10775;no
103;32766;ICT134SS0C01IS0000;20245;no
104;32767;ICT134SSB001IS0000;20245;no
105;22628;ICT184SSA0010B0000;19522;no
106;22629;ICT185SSA0010B0000;19523;no
107;31849;ICT561SSA0EV0W0000;20126;no
108;22191;ICT040EBA0010B0000;20164;no
109;22192;ICT040EBAA010B0000;20164;no
110;38781;ICT049SSAA1PIS0000;20166;no
111;39033;ICT049ENAA1PIS0000;20166;no
112;40223;ICT183RSA0010B0000;20287;no
113;22627;ICT575RSA0PURB0000;22626;no
114;22195;ICT610SSA0EV0B0000;22194;no
115;32769;ICT611ES0AAL0B0000;32768;no
116;32805;ICT611ES0AAL0S0000;32768;no
117;34940;ICT043RSA0040G0000;34939;no
118;34941;ICT043ENAA040G0000;34939;no
119;37609;ICT069SSA0010B0000;35310;no
120;48522;ICT042TT00010B0000;37793;no
121;48524;ICT042RS00010B0000;37793;no
122;48525;ICT046RSA0040G0000;37794;no
123;38980;ICT340SSAA1P0B0000;38979;no
124;48194;ICT672SSAAUP0G0000;48187;no
125;48209;ICT672RSAAUP0G0000;48187;no
126;799157;ICT675RSA0EV0B0000;799156;no
127;40335;I0C060RS00010B0000;20096;no
128;40336;I0C060RS0A010B0000;20096;no
129;40337;I0C060EI0A010B0000;20096;no
130;35483;C0C272RJ00NE0B0000;35482;no
131;35514;C0C273RJ00010B0000;35513;no
132;35540;C0C137SS00010B0000;35539;no
133;35623;C0C278RJ00010B0000;35622;no
134;37920;C0C280RJ00010G0000;35648;no
135;35675;C0C282RJ00010B0000;35674;no
136;35701;C0C283RJ00020B0000;35700;no
137;35727;C0C285RS00020B0000;35726;no
138;35728;C0C285RJ00020B0000;35726;no
139;48526;C0C234SS00020B0000;37812;no
140;22630;C0C284RS00020B0000;20189;no
141;35731;C0C287RJ00020B0000;35729;no
142;35733;C0C288RS00020B0000;35732;no
143;37921;C0C288RJ00020B0000;35732;no
144;22631;C0C289LL00020B0000;20233;no
145;37922;C0C290RJ00010B0000;35734;no
146;33594;C0C292RJ00010B0000;33593;no
147;33610;C0C292RS00010B0000;33593;no
148;35741;C0C293RJ00010B0000;35739;no
149;35743;C0C296RJ00010B0000;35742;no
150;33521;C0C297RJ00010B0000;33520;no
151;35738;C0C298RJ00010B0000;35736;no
152;12537;C0C299RJ00010B0000;10482;no
153;35746;C0C300RJ00010B0000;35745;no
154;35748;C0C301RJ00010B0000;35747;no
155;35749;C0C301SJ00010B0000;35747;no
156;35751;C0C302RJ00010B0000;35750;no
157;35753;C0C303RJ00010B0000;35752;no
158;39259;C0C303RS00010B0000;35752;no
159;35756;C0C304RJ00010B0000;35755;no
160;33518;C0C305RJ00010B0000;33517;no
161;35757;C0C307RJ00010B0000;20050;no
162;35759;C0C308RJ00010B0000;35758;no
163;35761;C0C309RJ00010B0000;35760;no
164;35763;C0C310RJ00010B0000;35762;no
165;35766;C0C312RJ00010B0000;35765;no
166;35768;C0C313RJ00010G0000;35767;no
167;35769;C0C313RJ00010L0000;35767;no
168;35771;C0C315RJ00010B0000;35770;no
169;35773;C0C316RJ00010B0000;35772;no
170;35776;C0C318RJ00010B0000;35774;no
171;35831;C0C318RS00010B0000;35774;no
172;35941;C0C319RJ00010B0000;35940;no
173;35946;C0C323RJ00010B0000;35945;no
174;33524;C0C325RJ00010B0000;33523;no
175;33676;C0C325RS00010B0000;33523;no
176;35948;C0C326RJ00010B0000;35947;no
177;35950;C0C328RJ00010G0000;35949;no
178;33713;C0C329RJ00010B0000;33712;no
179;33714;C0C329RS00010B0000;33712;no
180;35952;C0C330RJ00010B0000;35951;no
181;35954;C0C617RJ00010B0000;35953;no
182;35956;C0C333RJ00010B0000;35955;no
183;35958;C0C335RJ00010B0000;35957;no
184;33429;C0C220RJ00010G0000;33428;no
185;33430;C0C220RS00010G0000;33428;no
186;33432;C0C221RJ00010L0000;33431;no
187;33435;C0C223RJ00010L0000;33434;no
188;33441;C0C224RJ00010L0000;33440;no
189;33443;C0C225RJ0001000000;33442;no
190;33437;C0C227RJ00010L0000;33436;no
191;33439;C0C228RJ00010L0000;33438;no
192;33483;C0C230RJ00010L0000;33482;no
193;33485;C0C231RJ00010L0000;33484;no
194;33487;C0C235RJ00010L0000;33486;no
195;33490;C0C236SS00010L0000;33488;no
196;33489;C0C236RJ00010L0000;33488;no
197;33493;C0C237RJ00010L0000;33492;no
198;33495;C0C238RS00010B0000;33494;no
199;33507;C0C239RJ00010B0000;33505;no
200;33509;C0C240RJ00010B0000;33508;no
201;33511;C0C242RS00010G0000;33510;no
202;34704;C0C255HP00010B0000;34703;no
203;34705;C0C255HP00010G0000;34703;no
204;34706;C0C255HP00010K0000;34703;no
205;34707;C0C255HP00010L0000;34703;no
206;34708;C0C255HP00010O0000;34703;no
207;34709;C0C255HP00010C0000;34703;no
208;34711;C0C256HP00010B0000;34710;no
209;34713;C0C256HP00010L0000;34710;no
210;33513;C0C251HP00010B0000;33512;no
211;33514;C0C251HP00010G0000;33512;no
212;33515;C0C251HP00010L0000;33512;no
213;33516;C0C251HP00010K0000;33512;no
214;35465;C0C251HP00010N0000;33512;no
215;35466;C0C251HP00010Y0000;33512;no
216;34700;C0C252HP00010B0000;34699;no
217;35467;C0C252HP00010L0000;34699;no
218;34702;C0C253HP00010B0000;34701;no
219;35468;C0C253HP00010L0000;34701;no
220;35470;C0C254HP00010B0000;35469;no
221;35473;C0C259HP00020B0000;35472;no
222;800414;C0C259HT00040B0000;35472;no
223;800596;C0C259HT00020B0000;35472;no
